name,season,team,games,minutes,poss,pts,fg2a,fg3a,fta,orb,drb,ast,stl,blk,tov,pf,pts100,fg2a100,fg3a100,fta100,orb100,drb100,ast100,stl100,blk100,tov100,pf100,dre,dre_rapm_scale,dre_total,dre_rank
Emily Engstler,2026,POR,29,696.0,1414.2624280107002,266.0,127.0,87.0,53.0,32.0,122.0,60.0,46.0,46.0,60.0,88.0,18.80839048903783,8.979945834991746,6.151616438143951,3.7475364508233264,2.2626635174782352,8.626404660385772,4.242494095271691,3.252578806374963,3.252578806374963,4.242494095271691,6.222324673065146,5.145,1.934,72.76,37
Allisha Gray,2026,ATL,29,945.0,1991.9789088682662,557.0,252.0,155.0,172.0,21.0,68.0,65.0,42.0,11.0,45.0,79.0,27.962143450427245,12.65073635459186,7.781206884768803,8.634629575356348,1.0542280295493216,3.413690762350184,3.2630867581288525,2.108456059098643,0.5522146821448828,2.259060063319975,3.965905444495067,5.125,1.926,102.09,38
Chelsea Gray,2026,LV,30,994.0,2016.0448913949217,372.0,153.0,144.0,57.0,6.0,94.0,216.0,34.0,10.0,93.0,71.0,18.451970072085523,7.589116723196463,7.142698092420202,2.82731799491633,0.2976124205175084,4.662594588107631,10.714047138630303,1.6864703829325474,0.496020700862514,4.612992518021381,3.5217469761238496,5.111,1.921,103.04,39
Brittney Griner,2026,CON,16,412.0,843.5778483075937,226.0,166.0,3.0,62.0,30.0,60.0,41.0,8.0,28.0,28.0,45.0,26.790651325589764,19.678089026760624,0.35562811494145713,7.349647708790114,3.556281149414571,7.112562298829142,4.860250904199914,0.9483416398438856,3.3191957394535994,3.3191957394535994,5.334421724121857,5.073,1.907,42.79,40
Han Xu,2026,NY,30,397.0,812.358243132459,173.0,68.0,60.0,17.0,17.0,49.0,22.0,9.0,18.0,15.0,24.0,21.29602320928151,8.370691203648224,7.385904003219021,2.092672800912056,2.092672800912056,6.031821602628868,2.7081648011803074,1.1078856004828532,2.2157712009657065,1.8464760008047552,2.9543616012876086,4.942,1.858,40.15,41
NaLyssa Smith,2026,LV,29,683.0,1383.5627483122073,341.0,204.0,7.0,110.0,50.0,121.0,24.0,16.0,18.0,25.0,88.0,24.64651497852064,14.744542685097391,0.5059401901749105,7.950488702748594,3.6138585012493603,8.745537573023453,1.7346520805996932,1.1564347203997956,1.3009890604497698,1.8069292506246801,6.360390962198875,4.889,1.838,67.64,42
Pauline Astier,2026,NY,31,742.0,1502.9373418432815,306.0,165.0,40.0,76.0,17.0,64.0,110.0,29.0,5.0,53.0,93.0,20.360130225036894,10.978501591931659,2.6614549313773717,5.056764369617007,1.1311183458353828,4.258327890203795,7.319001061287772,1.9295548252485943,0.33268186642217146,3.5264277840750173,6.187882715452389,4.842,1.82,72.77,43
Maddy Siegrist,2026,DAL,27,373.0,765.3785972441883,169.0,83.0,52.0,20.0,22.0,50.0,20.0,12.0,8.0,7.0,39.0,22.080575627343002,10.844306373192126,6.794023269951693,2.6130858730583433,2.8743944603641776,6.532714682645858,2.6130858730583433,1.567851523835006,1.0452343492233374,0.9145800555704202,5.09551745246377,4.828,1.815,36.95,44
Megan DiLeo,2026,POR,27,627.0,1278.5056342158553,339.0,157.0,88.0,44.0,30.0,73.0,25.0,12.0,17.0,18.0,73.0,26.515330940087612,12.279961526825236,6.883035760258731,3.4415178801293655,2.3464894637245672,5.709791028396447,1.9554078864371394,0.9385957854898269,1.329677362777255,1.4078936782347404,5.709791028396447,4.782,1.797,61.14,45
Aziaha James,2026,DAL,29,321.0,658.7079128917084,163.0,113.0,44.0,45.0,17.0,50.0,35.0,24.0,7.0,18.0,45.0,24.745413985454462,17.154796198505238,6.679743652515315,6.831556008254299,2.5808100475627356,7.590617786949222,5.313432450864456,3.6434965377356265,1.062686490172891,2.73262240330172,6.831556008254299,4.743,1.783,31.24,46
Skylar Diggins,2026,CHI,19,553.0,1153.6602488631431,269.0,154.0,68.0,89.0,13.0,47.0,93.0,18.0,11.0,33.0,41.0,23.317090128144915,13.348817396781849,5.8942830063712055,7.714576287750548,1.1268482218062597,4.073989724991862,8.06129881753709,1.5602513840394368,0.953486956912989,2.860460870738967,3.55390593031205,4.709,1.77,54.33,47
Nia Coffey,2026,MIN,30,753.0,1543.4292803782441,218.0,76.0,106.0,20.0,28.0,121.0,65.0,29.0,38.0,22.0,69.0,14.124391883156145,4.924099922568197,6.867823576213539,1.2958157690968939,1.8141420767356518,7.839685403036209,4.211401249564906,1.8789328651904962,2.4620499612840985,1.4253973460065834,4.470564403384284,4.707,1.769,72.65,48
Mackenzie Holmes,2026,SEA,22,234.0,471.9275482625982,63.0,31.0,10.0,15.0,22.0,47.0,12.0,13.0,6.0,10.0,34.0,13.349506768980657,6.568804918069847,2.118969328409628,3.178453992614442,4.661732522501182,9.959155843525252,2.5427631940915534,2.7546601269325164,1.2713815970457767,2.118969328409628,7.204495716592735,4.681,1.759,22.09,49
Isabelle Harrison,2026,TOR,16,384.0,794.4329145584932,220.0,130.0,34.0,49.0,28.0,74.0,25.0,12.0,11.0,27.0,46.0,27.692709600566488,16.363873854880197,4.279782392814821,6.167921683762536,3.5245266764357344,9.314820502008727,3.146898818246192,1.510511432758172,1.3846354800283245,3.398650723705887,5.790293825572993,4.548,1.709,36.13,50
Courtney Williams,2026,MIN,31,932.0,1923.017794943771,460.0,322.0,104.0,39.0,27.0,132.0,133.0,36.0,9.0,58.0,57.0,23.92073548198499,16.74451483738949,5.408166282883563,2.0280623560813362,1.4040431695947713,6.864211051352215,6.916212650226096,1.872057559459695,0.4680143898649238,3.0160927346850643,2.964091135811184,4.546,1.709,87.42,51
Sabrina Ionescu,2026,NY,19,594.0,1212.8830139267197,317.0,119.0,130.0,67.0,15.0,64.0,87.0,11.0,5.0,49.0,33.0,26.13607383070768,9.811333709319287,10.718263716063086,5.524028222894053,1.2367227364688178,5.276683675600289,7.172991871519143,0.9069300067437996,0.41224091215627257,4.039960939131471,2.720790020231399,4.07,1.53,49.36,52
Kiki Rice,2026,TOR,12,307.0,629.9250199754994,137.0,60.0,30.0,48.0,14.0,40.0,32.0,10.0,2.0,19.0,36.0,21.74862017789491,9.524943143603611,4.762471571801806,7.619954514882889,2.2224867335075094,6.349962095735741,5.079969676588592,1.5874905239339352,0.317498104786787,3.0162319954744765,5.714965886162166,4.063,1.527,25.59,53
Kaitlyn Chen,2026,GS,28,410.0,798.6173874187764,213.0,118.0,37.0,37.0,11.0,23.0,54.0,8.0,0.0,31.0,35.0,26.67109473892631,14.775536052550725,4.633007067325227,4.633007067325227,1.3773804794750675,2.879977366175141,6.7616859901503314,1.0017312578000492,0.0,3.881708623975191,4.382574252875215,3.964,1.49,31.66,54
